Date,HR_price_with_tax_diesel,Promjena_pct
2022-04-04,1.87874,12.168939412031632
2026-03-30,1.881,11.104548139397519
2022-03-21,1.91317,10.90840579710144
2022-03-14,1.725,10.059783198177797
2026-03-16,1.672,8.290155440414493
2015-01-05,1.11718,-6.3397048960429085
2023-02-20,1.544,-6.480920654149003
2023-05-15,1.373,-6.978319783197828
2016-01-04,1.00923,-7.131486201724435
2022-03-28,1.67492,-12.453153666427974
